ano,idade,sexo,area,total
2010,0 a 4 anos,Mulher,Urbana,
2010,5 a 9 anos,Mulher,Urbana,
2010,10 a 14 anos,Mulher,Urbana,20
2010,15 a 19 anos,Mulher,Urbana,10
2010,20 a 24 anos,Mulher,Urbana,
2010,25 a 29 anos,Mulher,Urbana,
2010,30 a 34 anos,Mulher,Urbana,
2010,35 a 39 anos,Mulher,Urbana,
2010,40 a 44 anos,Mulher,Urbana,10
2010,45 a 49 anos,Mulher,Urbana,
2010,50 a 54 anos,Mulher,Urbana,
2010,55 a 59 anos,Mulher,Urbana,
2010,60 a 64 anos,Mulher,Urbana,
2010,65 a 69 anos,Mulher,Urbana,
2010,70 a 74 anos,Mulher,Urbana,
2010,75 a 79 anos,Mulher,Urbana,
2010,80 a 100 anos,Mulher,Urbana,
2010,0 a 4 anos,Homem,Rural,
2010,5 a 9 anos,Homem,Rural,
2010,10 a 14 anos,Homem,Rural,
2010,15 a 19 anos,Homem,Rural,
2010,20 a 24 anos,Homem,Rural,
2010,25 a 29 anos,Homem,Rural,13
2010,30 a 34 anos,Homem,Rural,
2010,35 a 39 anos,Homem,Rural,
2010,40 a 44 anos,Homem,Rural,
2010,45 a 49 anos,Homem,Rural,
2010,50 a 54 anos,Homem,Rural,
2010,55 a 59 anos,Homem,Rural,
2010,60 a 64 anos,Homem,Rural,
2010,65 a 69 anos,Homem,Rural,
2010,70 a 74 anos,Homem,Rural,
2010,75 a 79 anos,Homem,Rural,
2010,80 a 100 anos,Homem,Rural,
2010,0 a 4 anos,Mulher,Rural,
2010,5 a 9 anos,Mulher,Rural,
2010,10 a 14 anos,Mulher,Rural,
2010,15 a 19 anos,Mulher,Rural,
2010,20 a 24 anos,Mulher,Rural,
2010,25 a 29 anos,Mulher,Rural,
2010,30 a 34 anos,Mulher,Rural,
2010,35 a 39 anos,Mulher,Rural,23
2010,40 a 44 anos,Mulher,Rural,
2010,45 a 49 anos,Mulher,Rural,
2010,50 a 54 anos,Mulher,Rural,
2010,55 a 59 anos,Mulher,Rural,
2010,60 a 64 anos,Mulher,Rural,
2010,65 a 69 anos,Mulher,Rural,
2010,70 a 74 anos,Mulher,Rural,
2010,75 a 79 anos,Mulher,Rural,
2010,80 a 100 anos,Mulher,Rural,
