ano,idade,sexo,area,pop
2000,45 a 49 anos,Homem,Rural,304
2000,50 a 54 anos,Homem,Rural,296
2000,55 a 59 anos,Homem,Rural,166
2000,60 a 64 anos,Homem,Rural,204
2000,65 a 69 anos,Homem,Rural,58
2000,70 a 74 anos,Homem,Rural,77
2000,75 a 79 anos,Homem,Rural,61
2000,80 anos ou mais,Homem,Rural,
2000,80 a 84 anos,Homem,Rural,20
2000,85 a 89 anos,Homem,Rural,40
2000,90 a 94 anos,Homem,Rural,8
2000,95 a 99 anos,Homem,Rural,
2000,100 anos ou mais,Homem,Rural,
2000,Idade ignorada,Homem,Rural,
2000,0 a 4 anos,Mulher,Urbana,1293
2000,Menos de 1 ano,Mulher,Urbana,261
2000,0 ano,Mulher,Urbana,
2000,1 ano,Mulher,Urbana,218
2000,2 anos,Mulher,Urbana,194
2000,3 anos,Mulher,Urbana,327
2000,4 anos,Mulher,Urbana,292
2000,5 a 9 anos,Mulher,Urbana,1215
2000,5 anos,Mulher,Urbana,238
2000,6 anos,Mulher,Urbana,239
2000,7 anos,Mulher,Urbana,289
2000,8 anos,Mulher,Urbana,296
2000,9 anos,Mulher,Urbana,154
2000,10 a 14 anos,Mulher,Urbana,1402
2000,10 anos,Mulher,Urbana,288
2000,11 anos,Mulher,Urbana,293
2000,12 anos,Mulher,Urbana,269
2000,13 anos,Mulher,Urbana,301
2000,14 anos,Mulher,Urbana,252
2000,15 a 19 anos,Mulher,Urbana,1482
2000,15 anos,Mulher,Urbana,307
2000,16 anos,Mulher,Urbana,251
2000,17 anos,Mulher,Urbana,327
2000,18 anos,Mulher,Urbana,322
2000,19 anos,Mulher,Urbana,275
2000,20 a 24 anos,Mulher,Urbana,1291
2000,20 anos,Mulher,Urbana,222
2000,21 anos,Mulher,Urbana,233
2000,22 anos,Mulher,Urbana,216
2000,23 anos,Mulher,Urbana,288
2000,24 anos,Mulher,Urbana,332
2000,25 a 29 anos,Mulher,Urbana,880
2000,30 a 34 anos,Mulher,Urbana,884
2000,35 a 39 anos,Mulher,Urbana,665
2000,40 a 44 anos,Mulher,Urbana,596
2000,45 a 49 anos,Mulher,Urbana,444
2000,50 a 54 anos,Mulher,Urbana,452
2000,55 a 59 anos,Mulher,Urbana,306
2000,60 a 64 anos,Mulher,Urbana,214
2000,65 a 69 anos,Mulher,Urbana,234
2000,70 a 74 anos,Mulher,Urbana,110
2000,75 a 79 anos,Mulher,Urbana,111
2000,80 anos ou mais,Mulher,Urbana,
2000,80 a 84 anos,Mulher,Urbana,88
2000,85 a 89 anos,Mulher,Urbana,73
2000,90 a 94 anos,Mulher,Urbana,36
2000,95 a 99 anos,Mulher,Urbana,19
2000,100 anos ou mais,Mulher,Urbana,
2000,Idade ignorada,Mulher,Urbana,
2000,0 a 4 anos,Mulher,Rural,1021
2000,Menos de 1 ano,Mulher,Rural,145
2000,0 ano,Mulher,Rural,
2000,1 ano,Mulher,Rural,234
2000,2 anos,Mulher,Rural,174
2000,3 anos,Mulher,Rural,253
2000,4 anos,Mulher,Rural,215
2000,5 a 9 anos,Mulher,Rural,1086
2000,5 anos,Mulher,Rural,213
2000,6 anos,Mulher,Rural,267
2000,7 anos,Mulher,Rural,227
2000,8 anos,Mulher,Rural,246
2000,9 anos,Mulher,Rural,132
2000,10 a 14 anos,Mulher,Rural,813
2000,10 anos,Mulher,Rural,154
2000,11 anos,Mulher,Rural,195
2000,12 anos,Mulher,Rural,148
2000,13 anos,Mulher,Rural,131
2000,14 anos,Mulher,Rural,185
2000,15 a 19 anos,Mulher,Rural,755
2000,15 anos,Mulher,Rural,150
2000,16 anos,Mulher,Rural,134
2000,17 anos,Mulher,Rural,211
2000,18 anos,Mulher,Rural,132
2000,19 anos,Mulher,Rural,128
2000,20 a 24 anos,Mulher,Rural,551
2000,20 anos,Mulher,Rural,124
2000,21 anos,Mulher,Rural,111
2000,22 anos,Mulher,Rural,92
2000,23 anos,Mulher,Rural,106
2000,24 anos,Mulher,Rural,118
2000,25 a 29 anos,Mulher,Rural,577
2000,30 a 34 anos,Mulher,Rural,364
2000,35 a 39 anos,Mulher,Rural,399
2000,40 a 44 anos,Mulher,Rural,250
2000,45 a 49 anos,Mulher,Rural,312
2000,50 a 54 anos,Mulher,Rural,208
2000,55 a 59 anos,Mulher,Rural,146
2000,60 a 64 anos,Mulher,Rural,109
2000,65 a 69 anos,Mulher,Rural,138
2000,70 a 74 anos,Mulher,Rural,121
2000,75 a 79 anos,Mulher,Rural,56
2000,80 anos ou mais,Mulher,Rural,
2000,80 a 84 anos,Mulher,Rural,59
2000,85 a 89 anos,Mulher,Rural,47
2000,90 a 94 anos,Mulher,Rural,7
2000,95 a 99 anos,Mulher,Rural,9
2000,100 anos ou mais,Mulher,Rural,10
2000,Idade ignorada,Mulher,Rural,
2010,0 a 4 anos,Homem,Urbana,979
2010,Menos de 1 ano,Homem,Urbana,201
2010,0 ano,Homem,Urbana,
2010,1 ano,Homem,Urbana,160
2010,2 anos,Homem,Urbana,244
2010,3 anos,Homem,Urbana,213
2010,4 anos,Homem,Urbana,160
2010,5 a 9 anos,Homem,Urbana,1129
2010,5 anos,Homem,Urbana,173
2010,6 anos,Homem,Urbana,310
2010,7 anos,Homem,Urbana,186
2010,8 anos,Homem,Urbana,222
2010,9 anos,Homem,Urbana,237
2010,10 a 14 anos,Homem,Urbana,1338
2010,10 anos,Homem,Urbana,210
2010,11 anos,Homem,Urbana,308
2010,12 anos,Homem,Urbana,282
2010,13 anos,Homem,Urbana,236
2010,14 anos,Homem,Urbana,303
2010,15 a 19 anos,Homem,Urbana,1223
2010,15 anos,Homem,Urbana,276
2010,16 anos,Homem,Urbana,268
2010,17 anos,Homem,Urbana,232
2010,18 anos,Homem,Urbana,244
2010,19 anos,Homem,Urbana,203
2010,20 a 24 anos,Homem,Urbana,1008
2010,20 anos,Homem,Urbana,178
2010,21 anos,Homem,Urbana,182
2010,22 anos,Homem,Urbana,203
2010,23 anos,Homem,Urbana,153
2010,24 anos,Homem,Urbana,292
2010,25 a 29 anos,Homem,Urbana,1096
2010,30 a 34 anos,Homem,Urbana,967
2010,35 a 39 anos,Homem,Urbana,821
2010,40 a 44 anos,Homem,Urbana,519
2010,45 a 49 anos,Homem,Urbana,629
2010,50 a 54 anos,Homem,Urbana,465
2010,55 a 59 anos,Homem,Urbana,444
2010,60 a 64 anos,Homem,Urbana,292
2010,65 a 69 anos,Homem,Urbana,84
2010,70 a 74 anos,Homem,Urbana,157
2010,75 a 79 anos,Homem,Urbana,96
2010,80 anos ou mais,Homem,Urbana,
2010,80 a 84 anos,Homem,Urbana,22
2010,85 a 89 anos,Homem,Urbana,29
2010,90 a 94 anos,Homem,Urbana,10
2010,95 a 99 anos,Homem,Urbana,12
2010,100 anos ou mais,Homem,Urbana,
2010,Idade ignorada,Homem,Urbana,
2010,0 a 4 anos,Homem,Rural,765
2010,Menos de 1 ano,Homem,Rural,144
2010,0 ano,Homem,Rural,
2010,1 ano,Homem,Rural,126
2010,2 anos,Homem,Rural,176
2010,3 anos,Homem,Rural,78
2010,4 anos,Homem,Rural,241
2010,5 a 9 anos,Homem,Rural,852
2010,5 anos,Homem,Rural,194
2010,6 anos,Homem,Rural,212
2010,7 anos,Homem,Rural,196
2010,8 anos,Homem,Rural,102
2010,9 anos,Homem,Rural,148
2010,10 a 14 anos,Homem,Rural,1005
2010,10 anos,Homem,Rural,240
2010,11 anos,Homem,Rural,192
2010,12 anos,Homem,Rural,190
2010,13 anos,Homem,Rural,163
2010,14 anos,Homem,Rural,220
2010,15 a 19 anos,Homem,Rural,864
2010,15 anos,Homem,Rural,209
2010,16 anos,Homem,Rural,181
2010,17 anos,Homem,Rural,162
2010,18 anos,Homem,Rural,161
2010,19 anos,Homem,Rural,150
2010,20 a 24 anos,Homem,Rural,746
2010,20 anos,Homem,Rural,168
2010,21 anos,Homem,Rural,173
2010,22 anos,Homem,Rural,192
2010,23 anos,Homem,Rural,129
2010,24 anos,Homem,Rural,85
2010,25 a 29 anos,Homem,Rural,766
2010,30 a 34 anos,Homem,Rural,640
2010,35 a 39 anos,Homem,Rural,546
2010,40 a 44 anos,Homem,Rural,467
2010,45 a 49 anos,Homem,Rural,419
2010,50 a 54 anos,Homem,Rural,346
2010,55 a 59 anos,Homem,Rural,264
2010,60 a 64 anos,Homem,Rural,104
2010,65 a 69 anos,Homem,Rural,221
2010,70 a 74 anos,Homem,Rural,113
2010,75 a 79 anos,Homem,Rural,57
2010,80 anos ou mais,Homem,Rural,
2010,80 a 84 anos,Homem,Rural,49
2010,85 a 89 anos,Homem,Rural,43
2010,90 a 94 anos,Homem,Rural,31
2010,95 a 99 anos,Homem,Rural,11
2010,100 anos ou mais,Homem,Rural,
2010,Idade ignorada,Homem,Rural,
2010,0 a 4 anos,Mulher,Urbana,904
2010,Menos de 1 ano,Mulher,Urbana,193
2010,0 ano,Mulher,Urbana,
2010,1 ano,Mulher,Urbana,168
2010,2 anos,Mulher,Urbana,200
2010,3 anos,Mulher,Urbana,159
2010,4 anos,Mulher,Urbana,184
2010,5 a 9 anos,Mulher,Urbana,1286
2010,5 anos,Mulher,Urbana,264
2010,6 anos,Mulher,Urbana,214
2010,7 anos,Mulher,Urbana,181
2010,8 anos,Mulher,Urbana,280
2010,9 anos,Mulher,Urbana,347
2010,10 a 14 anos,Mulher,Urbana,1349
2010,10 anos,Mulher,Urbana,276
2010,11 anos,Mulher,Urbana,271
2010,12 anos,Mulher,Urbana,193
2010,13 anos,Mulher,Urbana,327
2010,14 anos,Mulher,Urbana,281
2010,15 a 19 anos,Mulher,Urbana,1241
2010,15 anos,Mulher,Urbana,275
2010,16 anos,Mulher,Urbana,282
2010,17 anos,Mulher,Urbana,233
2010,18 anos,Mulher,Urbana,213
2010,19 anos,Mulher,Urbana,238
2010,20 a 24 anos,Mulher,Urbana,1295
2010,20 anos,Mulher,Urbana,223
2010,21 anos,Mulher,Urbana,274
2010,22 anos,Mulher,Urbana,261
2010,23 anos,Mulher,Urbana,343
2010,24 anos,Mulher,Urbana,193
2010,25 a 29 anos,Mulher,Urbana,1124
2010,30 a 34 anos,Mulher,Urbana,1048
2010,35 a 39 anos,Mulher,Urbana,911
2010,40 a 44 anos,Mulher,Urbana,724
2010,45 a 49 anos,Mulher,Urbana,541
2010,50 a 54 anos,Mulher,Urbana,464
2010,55 a 59 anos,Mulher,Urbana,449
2010,60 a 64 anos,Mulher,Urbana,414
2010,65 a 69 anos,Mulher,Urbana,281
2010,70 a 74 anos,Mulher,Urbana,136
2010,75 a 79 anos,Mulher,Urbana,121
2010,80 anos ou mais,Mulher,Urbana,
2010,80 a 84 anos,Mulher,Urbana,57
2010,85 a 89 anos,Mulher,Urbana,78
2010,90 a 94 anos,Mulher,Urbana,72
2010,95 a 99 anos,Mulher,Urbana,9
2010,100 anos ou mais,Mulher,Urbana,
2010,Idade ignorada,Mulher,Urbana,
2010,0 a 4 anos,Mulher,Rural,679
2010,Menos de 1 ano,Mulher,Rural,145
2010,0 ano,Mulher,Rural,
2010,1 ano,Mulher,Rural,129
2010,2 anos,Mulher,Rural,113
2010,3 anos,Mulher,Rural,172
2010,4 anos,Mulher,Rural,121
2010,5 a 9 anos,Mulher,Rural,714
2010,5 anos,Mulher,Rural,143
2010,6 anos,Mulher,Rural,157
2010,7 anos,Mulher,Rural,140
2010,8 anos,Mulher,Rural,142
2010,9 anos,Mulher,Rural,133
2010,10 a 14 anos,Mulher,Rural,924
2010,10 anos,Mulher,Rural,197
2010,11 anos,Mulher,Rural,199
2010,12 anos,Mulher,Rural,234
2010,13 anos,Mulher,Rural,132
2010,14 anos,Mulher,Rural,162
2010,15 a 19 anos,Mulher,Rural,930
2010,15 anos,Mulher,Rural,252
2010,16 anos,Mulher,Rural,157
2010,17 anos,Mulher,Rural,140
2010,18 anos,Mulher,Rural,267
2010,19 anos,Mulher,Rural,113
2010,20 a 24 anos,Mulher,Rural,664
2010,20 anos,Mulher,Rural,145
2010,21 anos,Mulher,Rural,98
2010,22 anos,Mulher,Rural,150
2010,23 anos,Mulher,Rural,113
2010,24 anos,Mulher,Rural,158
2010,25 a 29 anos,Mulher,Rural,649
2010,30 a 34 anos,Mulher,Rural,596
2010,35 a 39 anos,Mulher,Rural,543
2010,40 a 44 anos,Mulher,Rural,486
2010,45 a 49 anos,Mulher,Rural,373
2010,50 a 54 anos,Mulher,Rural,299
2010,55 a 59 anos,Mulher,Rural,235
2010,60 a 64 anos,Mulher,Rural,214
2010,65 a 69 anos,Mulher,Rural,114
2010,70 a 74 anos,Mulher,Rural,137
2010,75 a 79 anos,Mulher,Rural,88
2010,80 anos ou mais,Mulher,Rural,
2010,80 a 84 anos,Mulher,Rural,46
2010,85 a 89 anos,Mulher,Rural,20
2010,90 a 94 anos,Mulher,Rural,18
2010,95 a 99 anos,Mulher,Rural,9
2010,100 anos ou mais,Mulher,Rural,
2010,Idade ignorada,Mulher,Rural,
